timestamp,predicted_flow
2025-07-15T08:30:53.769045,11.1
2025-07-15T08:30:54.152374,11.1
2025-07-15T08:30:54.537290,11.1
2025-07-15T08:30:54.920960,11.1
2025-07-15T08:30:55.309563,11.1
2025-07-15T08:30:55.715816,11.1
2025-07-15T08:30:56.101965,11.1
2025-07-15T08:30:56.489065,42.9
2025-07-15T08:30:56.888214,42.9
2025-07-15T08:30:57.273507,43.2
2025-07-15T08:30:57.658353,43.2
2025-07-15T08:30:58.036904,42.9
2025-07-15T08:30:58.421006,43.4
2025-07-15T08:30:58.804132,42.9
2025-07-15T08:30:59.172765,43.4
2025-07-15T08:30:59.555738,9.4
2025-07-15T08:30:59.974345,46.3
2025-07-15T08:31:00.386521,11.1
2025-07-15T08:31:00.780548,11.1
2025-07-15T08:31:01.149614,11.1
2025-07-15T08:31:01.523915,10.1
2025-07-15T08:31:01.904658,11.1
2025-07-15T08:31:02.287508,11.1
2025-07-15T08:31:02.669131,11.1
2025-07-15T08:31:03.055030,10.1
2025-07-15T08:31:03.435683,11.1
2025-07-15T08:31:03.820684,11.1
2025-07-15T08:31:04.192448,11.1
2025-07-15T08:31:04.579067,44.7
2025-07-15T08:31:04.959435,42.9
2025-07-15T08:31:05.339561,44.7
2025-07-15T08:31:05.765454,42.9
2025-07-15T08:31:06.153420,46.3
2025-07-15T08:31:06.538358,46.3
2025-07-15T08:31:06.919122,11.5
2025-07-15T08:31:07.302943,8.6
2025-07-15T08:31:07.685837,11.5
2025-07-15T08:31:08.068839,11.5
2025-07-15T08:31:08.455924,9.1
2025-07-15T08:31:08.830634,11.5
2025-07-15T08:31:09.211902,11.5
2025-07-15T08:31:09.586271,10.8
2025-07-15T08:31:09.967832,9.1
2025-07-15T08:31:10.353456,10.8
2025-07-15T08:31:10.763256,10.8
2025-07-15T08:31:11.151356,10.8
2025-07-15T08:31:11.538416,10.8
2025-07-15T08:31:11.930332,10.8
2025-07-15T08:31:12.319655,10.8
2025-07-15T08:31:12.710564,42.9
2025-07-15T08:31:13.106606,43.7
2025-07-15T08:31:13.526747,42.9
2025-07-15T08:31:13.947292,42.9
2025-07-15T08:31:14.343566,6.9
2025-07-15T08:31:14.761416,9.7
2025-07-15T08:31:15.156510,11.1
2025-07-15T08:31:15.547063,10.1
2025-07-15T08:31:15.948913,8.2
2025-07-15T08:31:16.345228,11.5
2025-07-15T08:31:16.760869,10.1
2025-07-15T08:31:17.152760,11.5
2025-07-15T08:31:17.549035,11.5
2025-07-15T08:31:17.946079,11.5
2025-07-15T08:31:18.348649,11.5
2025-07-15T08:31:18.793669,11.5
2025-07-15T08:31:19.178692,11.5
2025-07-15T08:31:19.567368,11.5
2025-07-15T08:31:19.954402,11.5
2025-07-15T08:31:20.344367,11.5
2025-07-15T08:31:20.731149,44.7
2025-07-15T08:38:45.181969,8.7
2025-07-15T08:38:45.585942,8.7
2025-07-15T08:38:45.996812,8.7
2025-07-15T08:38:46.386562,8.7
2025-07-15T08:38:46.761982,9.4
2025-07-15T08:38:47.165469,9.4
2025-07-15T08:38:47.553328,9.4
2025-07-15T08:38:47.937224,9.4
2025-07-15T08:38:48.334051,9.4
2025-07-15T08:38:48.721430,9.4
2025-07-15T08:38:49.113794,9.7
2025-07-15T08:38:49.512704,9.7
2025-07-15T08:38:49.890583,9.7
2025-07-15T08:38:50.290592,11.1
2025-07-15T08:38:50.676361,11.1
2025-07-15T08:38:51.065892,8.2
2025-07-15T08:38:51.456793,11.1
2025-07-15T08:38:51.840629,11.1
2025-07-15T08:38:52.234521,11.1
2025-07-15T08:38:52.630579,11.1
2025-07-15T08:38:53.009393,11.1
2025-07-15T08:38:53.406753,11.1
2025-07-15T08:38:53.796135,8.7
2025-07-15T08:38:54.190056,8.7
2025-07-15T08:38:54.573681,8.7
2025-07-15T08:38:54.959323,8.7
2025-07-15T08:38:55.341481,8.0
2025-07-15T08:38:55.727071,8.0
2025-07-15T08:38:56.108936,8.0
2025-07-15T08:38:56.494580,6.2
2025-07-15T08:38:56.877884,6.2
2025-07-15T08:38:57.261267,6.2
2025-07-15T08:38:57.644689,6.2
2025-07-15T08:38:58.026397,6.2
2025-07-15T08:38:58.408813,6.2
2025-07-15T08:38:58.792009,6.2
2025-07-15T08:38:59.175800,6.2
2025-07-15T08:38:59.569160,6.2
2025-07-15T08:38:59.955100,9.6
2025-07-15T08:39:00.348441,8.8
2025-07-15T08:39:00.744785,6.7
2025-07-15T08:39:01.131333,11.1
2025-07-15T08:39:01.509500,11.1
2025-07-15T08:39:01.919123,8.7
2025-07-15T08:39:02.294659,8.0
2025-07-15T08:39:02.664961,8.0
2025-07-15T08:39:03.033041,8.0
2025-07-15T08:39:03.405914,8.0
2025-07-15T08:39:03.779517,8.0
2025-07-15T08:39:04.151856,6.2
2025-07-15T08:39:04.520442,6.2
2025-07-15T08:39:04.891929,6.2
2025-07-15T08:39:05.258575,6.2
2025-07-15T08:39:05.627145,7.5
2025-07-15T08:39:06.017550,8.0
2025-07-15T08:39:06.421373,6.2
2025-07-15T08:39:06.806088,6.2
2025-07-15T08:39:07.196285,6.9
2025-07-15T08:39:07.579418,6.2
2025-07-15T08:39:07.963101,6.2
2025-07-15T08:39:08.359462,8.8
2025-07-15T08:39:08.754946,9.6
2025-07-15T08:39:09.138528,9.7
2025-07-15T08:39:09.522460,9.1
2025-07-15T08:39:09.905745,8.7
2025-07-15T08:39:10.289441,7.6
2025-07-15T08:39:10.686125,6.7
2025-07-15T08:39:11.071188,11.1
2025-07-15T08:39:11.452597,8.4
2025-07-15T08:39:11.836801,10.1
2025-07-15T08:39:12.220646,10.1
2025-07-15T08:39:12.607901,10.1
2025-07-15T08:39:12.986854,11.5
2025-07-15T08:39:13.369885,11.5
2025-07-15T08:39:13.747117,9.1
2025-07-15T08:39:14.128451,11.5
2025-07-15T08:39:14.512627,11.5
2025-07-15T08:39:14.899005,11.5
2025-07-15T08:39:15.283331,11.5
2025-07-15T08:39:15.668712,10.8
2025-07-15T08:39:16.049846,10.8
2025-07-15T08:39:16.434718,9.1
2025-07-15T08:39:16.818457,10.8
2025-07-15T08:39:17.205517,10.8
2025-07-15T08:39:17.584495,13.4
2025-07-15T08:39:17.974549,9.6
2025-07-15T08:39:18.406940,6.7
2025-07-15T08:39:18.790506,7.9
2025-07-15T08:39:19.173867,6.7
2025-07-15T08:39:19.557795,8.2
2025-07-15T08:39:19.941197,8.2
2025-07-15T08:39:20.329040,8.2
2025-07-15T08:39:20.711515,9.1
2025-07-15T08:39:21.095503,9.1
2025-07-15T08:39:21.477160,11.1
2025-07-15T08:39:21.864195,10.1
2025-07-15T08:39:22.248554,11.5
2025-07-15T08:39:22.630120,11.5
2025-07-15T08:39:23.011759,11.5
2025-07-15T08:39:23.399060,11.5
2025-07-15T08:39:23.782496,11.5
2025-07-15T08:39:24.169440,11.5
2025-07-15T08:39:24.553686,11.5
2025-07-15T08:39:24.944181,11.5
2025-07-15T08:39:25.330245,11.5
2025-07-15T08:39:25.716713,11.5
2025-07-15T08:39:26.095656,8.8
2025-07-15T08:39:26.491001,11.1
2025-07-15T08:39:26.877302,11.1
2025-07-15T08:39:27.264532,9.7
2025-07-15T08:39:27.647392,11.1
2025-07-15T08:39:28.030821,11.1
2025-07-15T08:39:28.413952,11.1
2025-07-15T08:39:28.795897,8.4
2025-07-15T08:39:29.179298,8.4
2025-07-15T08:39:29.566944,10.1
2025-07-15T08:39:29.950260,10.1
2025-07-15T08:39:30.334384,8.4
2025-07-15T08:39:30.704382,8.4
2025-07-15T08:39:31.082178,8.4
2025-07-15T08:39:31.453134,8.4
2025-07-15T08:39:31.821989,8.4
2025-07-15T08:39:32.197404,8.4
2025-07-15T08:39:32.569228,9.3
2025-07-15T08:39:32.946607,8.4
2025-07-15T08:39:33.320996,8.4
2025-07-15T08:39:33.689890,11.5
2025-07-15T08:39:34.064348,8.6
2025-07-15T08:39:34.436020,7.5
2025-07-15T08:39:34.822647,7.1
2025-07-15T08:39:35.206457,7.9
2025-07-15T08:39:35.583400,8.8
2025-07-15T08:39:35.970830,8.8
2025-07-15T08:39:36.353966,11.1
2025-07-15T08:39:36.735264,11.1
2025-07-15T08:39:37.122881,11.1
2025-07-15T08:39:37.504425,11.1
2025-07-15T08:39:37.894667,11.1
2025-07-15T08:39:38.275282,8.2
2025-07-15T08:39:38.658058,11.1
2025-07-15T08:39:39.028663,11.1
2025-07-15T08:39:39.414551,11.1
2025-07-15T08:39:39.798731,11.1
2025-07-15T08:39:40.183693,11.1
2025-07-15T08:39:40.562782,11.1
2025-07-15T08:39:40.948805,11.1
2025-07-15T08:39:41.332220,11.1
2025-07-15T08:39:41.715833,11.1
2025-07-15T08:39:42.119067,8.2
2025-07-15T08:39:42.519816,6.2
2025-07-15T08:39:42.901770,6.2
2025-07-15T08:39:43.299275,6.2
2025-07-15T08:39:43.690364,6.2
2025-07-15T08:39:44.071970,7.5
2025-07-15T08:39:44.467126,7.5
2025-07-15T08:39:44.854517,7.1
2025-07-15T08:39:45.237790,6.2
2025-07-15T08:39:45.635802,6.2
2025-07-15T08:39:46.013454,6.5
2025-07-15T08:39:46.450510,6.2
2025-07-15T08:39:46.914860,6.9
2025-07-15T08:39:47.321246,6.9
2025-07-15T08:39:47.722422,6.9
2025-07-15T08:39:48.136504,9.4
2025-07-15T08:39:48.534503,8.8
2025-07-15T08:39:48.934738,9.7
2025-07-15T08:39:49.400231,9.7
2025-07-15T08:39:49.847606,11.1
2025-07-15T08:39:50.257179,11.1
2025-07-15T08:39:50.679206,6.2
2025-07-15T08:39:51.136890,6.2
2025-07-15T08:39:51.595247,6.2
2025-07-15T08:39:51.989812,6.5
2025-07-15T08:39:52.424076,6.9
2025-07-15T08:39:52.841541,6.2
2025-07-15T08:39:53.234719,6.2
2025-07-15T08:39:53.637245,6.5
2025-07-15T08:39:54.035066,9.4
2025-07-15T08:39:54.425944,6.7
2025-07-15T08:39:54.824201,11.1
2025-07-15T08:39:55.227316,11.1
2025-07-15T08:39:55.625368,11.1
2025-07-15T08:39:56.041174,9.7
2025-07-15T08:39:56.425245,11.1
2025-07-15T08:39:56.813888,11.1
2025-07-15T08:39:57.240402,10.1
2025-07-15T08:39:57.676733,10.1
2025-07-15T08:39:58.170317,10.1
2025-07-15T08:39:58.569526,11.1
2025-07-15T08:39:59.028141,9.3
2025-07-15T08:39:59.469959,8.0
2025-07-15T08:39:59.864472,6.2
2025-07-15T08:40:00.307500,6.9
2025-07-15T08:40:00.748851,6.9
2025-07-15T08:40:01.167074,11.1
2025-07-15T08:40:01.608739,11.1
2025-07-15T08:40:02.063426,11.5
2025-07-15T08:40:02.516714,11.5
2025-07-15T08:40:02.952776,10.8
2025-07-15T08:40:03.387741,10.8
2025-07-15T08:40:03.894997,10.8
2025-07-15T08:40:04.295849,10.8
2025-07-15T08:40:04.723878,10.8
2025-07-15T08:40:05.136215,10.8
2025-07-15T08:40:05.573283,9.1
2025-07-15T08:40:05.977853,10.8
2025-07-15T08:40:06.388650,10.8
2025-07-15T08:40:06.822494,10.8
2025-07-15T08:40:07.225090,11.1
2025-07-15T08:40:07.655759,11.1
2025-07-15T08:40:08.048901,11.1
2025-07-15T08:40:08.437238,11.1
2025-07-15T08:40:08.840690,8.2
2025-07-15T08:40:09.218257,8.2
2025-07-15T08:40:09.629600,11.1
2025-07-15T08:40:10.056218,10.1
2025-07-15T08:40:10.470577,10.1
2025-07-15T08:40:10.906628,10.1
2025-07-15T08:40:11.310670,11.5
2025-07-15T08:40:11.704726,8.6
2025-07-15T08:40:12.120626,11.5
2025-07-15T08:40:12.521365,11.5
2025-07-15T08:40:12.916241,11.5
2025-07-15T08:40:13.340071,11.5
2025-07-15T08:40:13.814463,10.8
2025-07-15T08:40:14.365988,10.8
2025-07-15T08:40:14.870206,10.8
2025-07-15T08:40:15.298661,7.3
2025-07-15T08:40:15.689098,9.3
2025-07-15T08:40:16.083330,6.2
2025-07-15T08:40:16.459210,6.2
2025-07-15T08:40:16.842882,6.2
2025-07-15T08:40:45.020365,8.7
2025-07-15T08:40:45.418550,8.7
2025-07-15T08:40:45.809184,8.7
2025-07-15T08:40:46.198237,8.7
2025-07-15T08:40:46.630902,6.9
2025-07-15T08:40:47.055828,6.9
2025-07-15T08:40:47.439103,6.9
2025-07-15T08:40:47.828153,6.9
2025-07-15T08:40:48.223156,6.9
2025-07-15T08:40:48.657099,8.7
2025-07-15T08:40:49.052360,6.9
2025-07-15T08:40:49.605027,6.9
2025-07-15T08:40:50.014368,6.9
2025-07-15T08:40:50.409397,9.4
2025-07-15T08:40:50.788379,9.6
2025-07-15T08:40:51.172046,6.7
2025-07-15T08:40:51.550815,6.7
2025-07-15T08:40:51.935127,9.6
2025-07-15T08:40:52.373111,8.8
2025-07-15T08:40:52.772689,7.9
2025-07-15T08:40:53.152553,8.8
2025-07-15T08:40:53.544473,8.7
2025-07-15T08:40:53.926299,9.4
2025-07-15T08:40:54.325748,8.7
2025-07-15T08:40:54.705363,8.7
2025-07-15T08:40:55.091144,8.7
2025-07-15T08:40:55.583228,9.3
2025-07-15T08:40:55.986493,8.0
2025-07-15T08:40:56.372268,8.0
2025-07-15T08:40:56.758154,6.2
2025-07-15T08:40:57.136613,6.2
2025-07-15T08:40:57.522400,6.2
2025-07-15T08:40:57.904808,6.2
2025-07-15T08:40:58.333678,6.9
2025-07-15T08:40:58.803033,6.9
2025-07-15T08:40:59.195430,6.2
2025-07-15T08:40:59.580318,6.2
2025-07-15T08:40:59.966755,6.2
2025-07-15T08:41:00.348535,9.6
2025-07-15T08:41:00.719796,8.8
2025-07-15T08:41:01.087987,6.7
2025-07-15T08:41:01.588116,9.4
2025-07-15T08:41:02.001130,8.7
2025-07-15T08:41:02.386980,8.0
2025-07-15T08:41:02.757649,8.0
2025-07-15T08:41:03.130367,8.0
2025-07-15T08:41:03.499830,8.0
2025-07-15T08:41:03.872664,8.0
2025-07-15T08:41:04.257407,8.0
2025-07-15T08:41:04.679124,6.2
2025-07-15T08:41:05.054151,6.2
2025-07-15T08:41:05.429062,6.2
2025-07-15T08:41:05.808688,6.2
2025-07-15T08:41:06.213152,6.2
2025-07-15T08:41:06.650625,8.7
2025-07-15T08:41:07.065676,6.2
2025-07-15T08:41:07.592345,8.7
2025-07-15T08:41:08.011554,6.9
2025-07-15T08:41:08.397711,6.2
2025-07-15T08:41:08.801529,6.9
2025-07-15T08:41:09.260572,9.4
2025-07-15T08:41:09.683815,8.8
2025-07-15T08:41:10.101866,9.4
2025-07-15T08:41:10.501838,8.0
2025-07-15T08:41:10.901664,8.0
2025-07-15T08:41:11.290899,9.1
2025-07-15T08:41:11.701711,8.2
2025-07-15T08:41:12.159834,11.1
2025-07-15T08:41:12.622017,11.5
2025-07-15T08:41:13.029618,11.5
2025-07-15T08:41:13.413451,11.5
2025-07-15T08:41:13.800697,11.5
2025-07-15T08:41:14.182591,11.5
2025-07-15T08:41:14.579484,10.8
2025-07-15T08:41:15.003713,9.1
2025-07-15T08:41:15.444131,10.8
2025-07-15T08:41:15.827990,9.1
2025-07-15T08:41:16.216952,9.1
2025-07-15T08:41:16.600702,10.8
2025-07-15T08:41:16.989646,13.4
2025-07-15T08:41:17.371996,13.4
2025-07-15T08:41:17.759999,13.4
2025-07-15T08:41:18.259029,6.9
2025-07-15T08:41:18.707924,6.9
2025-07-15T08:41:19.094801,11.1
2025-07-15T08:41:19.478590,11.1
2025-07-15T08:41:19.857428,8.2
2025-07-15T08:41:20.245760,11.1
2025-07-15T08:41:20.624097,8.2
2025-07-15T08:41:21.034484,8.4
2025-07-15T08:41:21.530532,10.1
2025-07-15T08:41:21.921065,8.6
2025-07-15T08:41:22.297467,9.5
2025-07-15T08:41:22.682171,9.5
2025-07-15T08:41:23.065122,11.5
2025-07-15T08:41:23.449865,11.5
2025-07-15T08:41:23.837301,10.8
2025-07-15T08:41:24.341591,10.8
2025-07-15T08:41:24.755873,10.8
2025-07-15T08:41:25.146382,10.8
2025-07-15T08:41:25.528405,10.8
2025-07-15T08:41:25.914978,10.8
2025-07-15T08:41:26.319598,6.9
2025-07-15T08:41:26.715786,6.2
2025-07-15T08:41:27.190026,9.7
2025-07-15T08:41:27.598985,11.1
2025-07-15T08:41:27.987270,11.1
2025-07-15T08:41:28.374376,11.1
2025-07-15T08:41:28.793491,11.1
2025-07-15T08:41:29.217171,11.1
2025-07-15T08:41:29.641824,11.1
2025-07-15T08:41:30.088819,10.1
2025-07-15T08:41:30.588465,10.1
2025-07-15T08:41:31.017304,11.5
2025-07-15T08:41:31.431032,11.5
2025-07-15T08:41:31.838558,11.5
2025-07-15T08:41:32.249714,11.5
2025-07-15T08:41:32.639777,11.5
2025-07-15T08:41:33.018163,11.5
2025-07-15T08:41:33.402428,11.5
2025-07-15T08:41:33.868303,11.5
2025-07-15T08:41:34.300992,11.5
2025-07-15T08:41:34.692104,8.0
2025-07-15T08:41:35.107556,8.0
2025-07-15T08:41:35.523483,8.0
2025-07-15T08:41:35.960358,8.0
2025-07-15T08:41:36.352940,6.2
2025-07-15T08:41:36.755836,7.1
2025-07-15T08:41:37.253132,11.1
2025-07-15T08:41:37.663748,8.2
2025-07-15T08:41:38.104949,11.1
2025-07-15T08:41:38.516077,11.1
2025-07-15T08:41:38.922436,10.1
2025-07-15T08:41:39.331924,11.1
2025-07-15T08:41:39.733505,10.1
2025-07-15T08:41:40.166202,10.1
2025-07-15T08:41:40.555156,11.5
2025-07-15T08:41:40.965156,10.1
2025-07-15T08:41:41.531450,10.1
2025-07-15T08:41:41.937794,10.1
2025-07-15T08:41:42.340032,11.5
2025-07-15T08:41:42.748715,6.2
2025-07-15T08:41:43.168618,6.2
2025-07-15T08:41:43.572207,6.2
2025-07-15T08:41:43.977575,6.2
2025-07-15T08:41:44.534806,6.9
2025-07-15T08:41:44.936386,6.2
2025-07-15T08:41:45.333787,6.2
2025-07-15T08:41:45.782824,11.1
2025-07-15T08:41:46.197108,11.1
2025-07-15T08:41:46.581875,11.1
2025-07-15T08:41:46.976484,11.1
2025-07-15T08:41:47.433622,9.7
2025-07-15T08:41:47.842440,8.2
2025-07-15T08:41:48.252078,7.9
2025-07-15T08:41:48.726514,11.1
2025-07-15T08:41:49.150747,11.1
2025-07-15T08:41:49.564265,11.1
2025-07-15T08:41:49.969567,11.1
2025-07-15T08:41:50.412470,11.1
2025-07-15T08:41:50.829959,8.0
2025-07-15T08:41:51.248274,8.7
2025-07-15T08:41:51.656345,6.9
2025-07-15T08:41:52.067994,6.9
2025-07-15T08:41:52.459567,6.2
2025-07-15T08:41:52.932811,9.4
2025-07-15T08:41:53.365183,8.8
2025-07-15T08:41:53.837442,8.8
2025-07-15T08:41:54.390955,9.4
2025-07-15T08:41:54.883973,9.7
2025-07-15T08:41:55.394826,9.7
2025-07-15T08:41:55.985867,9.7
2025-07-15T08:41:56.448818,11.1
2025-07-15T08:41:56.881373,9.7
2025-07-15T08:41:57.363431,11.1
2025-07-15T08:41:57.954834,9.7
2025-07-15T08:41:58.520022,9.7
2025-07-15T08:41:59.090679,8.7
2025-07-15T08:41:59.635567,6.9
2025-07-15T08:42:00.127401,9.7
2025-07-15T08:42:00.718418,9.4
2025-07-15T08:42:01.260178,9.4
2025-07-15T08:42:01.816820,9.4
2025-07-15T08:42:02.438380,9.4
2025-07-15T08:42:02.988475,9.7
2025-07-15T08:42:03.435689,11.1
2025-07-15T08:42:03.977950,9.7
2025-07-15T08:42:04.611427,9.7
2025-07-15T08:42:05.156267,11.1
2025-07-15T08:42:05.719541,10.1
2025-07-15T08:42:06.296748,10.1
2025-07-15T08:42:06.826962,10.1
2025-07-15T08:42:07.377597,9.3
2025-07-15T08:42:07.933705,10.1
2025-07-15T08:42:08.396958,11.5
2025-07-15T08:42:08.932547,11.5
2025-07-15T08:42:09.481130,11.5
2025-07-15T08:42:10.020956,11.5
2025-07-15T08:42:10.456605,11.5
2025-07-15T08:42:10.966282,10.8
2025-07-15T08:42:11.483096,11.5
2025-07-15T08:42:12.014237,10.8
2025-07-15T08:42:12.566651,10.8
2025-07-15T08:42:13.093967,10.8
2025-07-15T08:42:13.539309,9.1
2025-07-15T08:42:14.068893,10.8
2025-07-15T08:42:14.584747,10.8
2025-07-15T08:42:15.108703,10.8
2025-07-15T08:42:15.557721,11.1
2025-07-15T08:42:16.094756,9.7
2025-07-15T08:42:16.508416,11.1
2025-07-15T08:42:17.029237,10.1
2025-07-15T08:42:17.553743,11.1
2025-07-15T08:42:17.984565,11.1
2025-07-15T08:42:18.494896,10.1
2025-07-15T08:42:18.999898,10.1
2025-07-15T08:42:19.551612,10.1
2025-07-15T08:42:19.988814,10.1
2025-07-15T08:42:20.503554,11.5
2025-07-15T08:42:21.032753,11.5
2025-07-15T08:42:21.572363,11.5
2025-07-15T08:42:22.105543,11.5
2025-07-15T08:42:22.538750,10.8
2025-07-15T08:42:23.068812,10.8
2025-07-15T08:42:23.504303,10.8
2025-07-15T08:42:24.117499,9.4
2025-07-15T08:42:24.660521,9.3
2025-07-15T08:42:25.124194,8.0
2025-07-15T08:42:25.732938,9.3
2025-07-15T08:42:26.236763,8.7
2025-07-15T08:42:26.651252,8.0
2025-07-15T08:42:27.154989,8.7
2025-07-15T08:43:13.454555,8.7
2025-07-15T08:43:13.847020,8.7
2025-07-15T08:43:14.259048,8.7
2025-07-15T08:43:14.779427,9.3
2025-07-15T08:43:15.170592,9.4
