timestamp,weighted_total,traffic_status,average_speed,congestion_level,traffic_flow_efficiency,average_waiting_time,incident_detection_time,fuel_consumption_index,co2_emissions_index,system_uptime,user_satisfaction_score,vehicle_car_count,vehicle_motorcycle_count,vehicle_bus_count,vehicle_truck_count,vehicle_bicycle_count,lane_0_occupancy,lane_1_occupancy,lane_2_occupancy,lane_3_occupancy
2025-07-14T08:17:36.278733,3.0,Low Traffic,9.426542270134654,5.0,10.604860053901486,0,0,134.69756997304927,127.9626914743968,100.0,62.48388804312119,0,0,1,0,0,20.0,30.0,20.0,30.0
2025-07-14T08:17:51.421904,2.0,Low Traffic,10.09826262966332,3.3333333333333335,10.09826262966332,0,0,138.95086868516833,132.0033252509099,100.0,59.67861010373065,2,0,0,0,0,28.57142857142857,42.857142857142854,14.285714285714285,14.285714285714285
2025-07-14T08:33:47.448582,5.0,Low Traffic,6.619730618647177,8.333333333333332,6.619730618647177,0,0,136.69013469067642,129.8556279561426,100.0,59.29578449491774,4,2,0,0,0,30.0,60.0,10.0,0.0
2025-07-14T08:41:51.871996,6.5,Low Traffic,12.891188166304362,10.833333333333334,14.180306982934798,0,0,134.90984650853258,128.16435418310596,100.0,64.14424558634784,4,5,0,0,0,25.0,33.33333333333333,16.666666666666664,25.0
2025-07-14T08:42:06.984680,21.0,Normal Traffic,11.123602016738088,35.0,12.050568851466261,0,0,136.9747155742669,130.12597979555355,100.0,61.840455081173005,11,14,0,1,0,38.46153846153847,53.84615384615385,7.6923076923076925,0.0
2025-07-14T08:48:10.329326,3.5,Low Traffic,0.0,11.666666666666666,0,0,0,150.0,142.5,100.0,51.599999999999994,3,1,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T08:48:18.413184,10.0,Low Traffic,9.65420947150048,33.33333333333333,10.86098565543804,0,0,133.56950717228096,126.89103181366691,100.0,63.28878852435043,6,8,0,0,0,33.33333333333333,33.33333333333333,22.22222222222222,11.11111111111111
2025-07-14T08:48:26.480472,15.0,Normal Traffic,14.577355103943319,50.0,14.577355103943319,0,0,132.71132244802834,126.07575632562691,100.0,65.66188408315466,7,10,0,1,0,40.0,50.0,10.0,0.0
2025-07-14T08:48:34.616079,12.0,Normal Traffic,14.206190846660892,40.0,14.206190846660892,0,0,132.89690457666956,126.25205934783607,100.0,65.36495267732872,9,6,0,0,0,30.0,40.0,10.0,20.0
2025-07-14T08:48:42.702790,10.0,Low Traffic,12.548907121403978,33.33333333333333,15.686133901754973,0,0,132.15693304912253,125.5490863966664,100.0,66.54890712140397,6,8,0,0,0,10.0,60.0,20.0,10.0
2025-07-14T11:32:19.593493,2.5,Low Traffic,0.0,8.333333333333332,0,0,0,150.0,142.5,100.0,51.599999999999994,2,1,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T11:32:27.617145,9.0,Low Traffic,9.144151261808819,30.0,9.144151261808819,0,0,133.4279243690956,126.7565281506408,100.0,62.51532100944705,5,8,0,0,0,37.5,25.0,37.5,0.0
2025-07-14T11:32:35.672959,12.5,Normal Traffic,12.003979429345089,41.66666666666667,13.09525028655828,0,0,135.45237485672087,128.67975611388482,100.0,63.276200229246626,5,9,0,1,0,33.33333333333333,50.0,8.333333333333332,8.333333333333332
2025-07-14T11:32:43.782162,9.5,Low Traffic,16.495970301553175,31.666666666666664,16.495970301553175,0,0,131.75201484922343,125.16441410676225,100.0,67.19677624124253,7,5,0,0,0,30.0,50.0,10.0,10.0
2025-07-14T11:32:51.797702,9.0,Low Traffic,10.908473234834553,30.0,13.090167881801463,0,0,135.45491605909925,128.68217025614427,100.0,63.27213430544117,5,8,0,0,0,8.333333333333332,58.333333333333336,25.0,8.333333333333332
2025-07-14T12:01:42.040375,3.5,Low Traffic,0.0,11.666666666666666,0,0,0,150.0,142.5,100.0,51.599999999999994,3,1,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T12:01:50.067973,9.5,Low Traffic,9.766439578369308,31.666666666666664,9.766439578369308,0,0,137.11678021081534,130.26094120027457,100.0,60.613151662695444,6,7,0,0,0,25.0,33.33333333333333,25.0,16.666666666666664
2025-07-14T12:01:58.183474,14.0,Normal Traffic,10.83826357603209,46.666666666666664,11.612425260034382,0,0,140.1937873699828,133.18409800148365,100.0,59.6899402080275,6,10,0,1,0,18.75,56.25,12.5,12.5
2025-07-14T12:02:06.293874,10.5,Normal Traffic,9.428186674414775,35.0,10.285294553907027,0,0,138.85735272304646,131.91448508689413,100.0,59.82823564312562,8,5,0,0,0,35.714285714285715,50.0,0.0,14.285714285714285
2025-07-14T12:02:14.385769,10.5,Normal Traffic,10.202417681440664,35.0,14.736825539858737,0,0,136.63158723007064,129.8000078685671,100.0,63.38946043188699,6,9,0,0,0,14.285714285714285,57.14285714285714,14.285714285714285,14.285714285714285
2025-07-14T12:08:33.386624,3.5,Low Traffic,0.0,11.666666666666666,0,0,0,150.0,142.5,100.0,51.599999999999994,3,1,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T12:08:41.410664,10.0,Low Traffic,9.461488619142084,33.33333333333333,9.461488619142084,0,0,133.26925569042896,126.6057929059075,100.0,62.76919089531367,6,8,0,0,0,37.5,25.0,37.5,0.0
2025-07-14T12:08:49.452214,15.0,Normal Traffic,16.58511229914744,50.0,16.58511229914744,0,0,133.7074438504263,127.02207165790497,100.0,66.06808983931795,7,10,0,1,0,33.33333333333333,50.0,16.666666666666664,0.0
2025-07-14T12:08:57.497811,11.0,Normal Traffic,11.59707998986277,36.666666666666664,12.756787988849046,0,0,135.6216060055755,128.84052570529673,100.0,63.005430391079244,8,6,0,0,0,25.0,58.333333333333336,8.333333333333332,8.333333333333332
2025-07-14T12:09:05.591563,10.5,Normal Traffic,9.908595748958673,35.0,11.890314898750407,0,0,136.0548425506248,129.25210042309357,100.0,62.31225191900033,6,9,0,0,0,8.333333333333332,58.333333333333336,25.0,8.333333333333332
2025-07-14T12:15:09.639490,3.5,Low Traffic,0.0,11.666666666666666,0,0,0,150.0,142.5,100.0,51.599999999999994,3,1,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T12:15:17.713506,9.5,Low Traffic,9.496971173545111,31.666666666666664,10.68409257023825,0,0,133.65795371488088,126.97505602913682,100.0,63.147274056190604,6,7,0,0,0,33.33333333333333,33.33333333333333,22.22222222222222,11.11111111111111
2025-07-14T12:15:25.834043,14.0,Normal Traffic,14.607126940326689,46.666666666666664,14.607126940326689,0,0,132.69643652983666,126.06161470334482,100.0,65.68570155226135,7,8,0,1,0,40.0,50.0,10.0,0.0
2025-07-14T12:15:33.925481,10.0,Low Traffic,12.068444941782946,33.33333333333333,13.40938326864772,0,0,133.29530836567616,126.63054294739234,100.0,64.72750661491818,7,6,0,0,0,20.0,60.0,10.0,10.0
2025-07-14T12:15:42.046665,10.0,Low Traffic,10.918016060770809,33.33333333333333,15.01227208355986,0,0,134.49386395822006,127.76917076030905,100.0,64.80981766684789,6,8,0,0,0,8.333333333333332,58.333333333333336,25.0,8.333333333333332
2025-07-14T12:29:39.879989,3.5,Low Traffic,0.0,11.666666666666666,0,0,0,150.0,142.5,100.0,51.599999999999994,3,1,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T12:29:47.933985,10.0,Low Traffic,9.5344646727128,33.33333333333333,10.726272756801901,0,0,133.63686362159905,126.95502044051909,100.0,63.181018205441525,6,8,0,0,0,33.33333333333333,33.33333333333333,22.22222222222222,11.11111111111111
2025-07-14T12:29:56.044252,15.0,Normal Traffic,14.347632202766473,50.0,14.347632202766473,0,0,132.8261838986168,126.18487470368595,100.0,65.47810576221318,7,10,0,1,0,40.0,50.0,10.0,0.0
2025-07-14T12:30:04.096979,11.0,Normal Traffic,13.143018009593613,36.666666666666664,14.603353343992902,0,0,132.69832332800354,126.06340716160335,100.0,65.68268267519431,8,6,0,0,0,20.0,60.0,10.0,10.0
2025-07-14T12:30:12.175043,10.0,Low Traffic,10.906018397703628,33.33333333333333,14.995775296842488,0,0,134.50211235157875,127.7770067339998,100.0,64.79662023747399,6,8,0,0,0,8.333333333333332,58.333333333333336,25.0,8.333333333333332
2025-07-14T12:33:52.222733,1.5,Low Traffic,0.0,5.0,0,0,0,150.0,142.5,100.0,50.4,1,1,0,0,0,12.5,43.75,18.75,25.0
2025-07-14T12:37:21.630074,3.5,Low Traffic,0.0,11.666666666666666,0,0,0,150.0,142.5,100.0,51.599999999999994,3,1,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T12:37:29.731163,10.0,Low Traffic,9.472825592453578,33.33333333333333,10.656928791510275,0,0,133.67153560424487,126.98795882403262,100.0,63.125543033208224,6,8,0,0,0,33.33333333333333,33.33333333333333,22.22222222222222,11.11111111111111
2025-07-14T12:37:37.870091,15.0,Normal Traffic,13.287245312948587,50.0,14.495176705034822,0,0,134.75241164748257,128.01479106510843,100.0,64.39614136402786,7,10,0,1,0,33.33333333333333,58.333333333333336,8.333333333333332,0.0
2025-07-14T12:37:45.972560,11.0,Normal Traffic,14.290632853214191,36.666666666666664,14.290632853214191,0,0,132.85468357339292,126.21194939472326,100.0,65.43250628257135,8,6,0,0,0,30.0,40.0,10.0,20.0
2025-07-14T12:37:53.990545,9.5,Low Traffic,10.999657741686423,31.666666666666664,15.124529394818833,0,0,134.4377353025906,127.71584853746106,100.0,64.89962351585507,6,7,0,0,0,8.333333333333332,58.333333333333336,25.0,8.333333333333332
2025-07-14T12:48:35.192084,3.5,Low Traffic,0.0,11.666666666666666,0,0,0,150.0,142.5,100.0,51.599999999999994,3,1,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T12:48:43.192912,10.0,Low Traffic,9.480724327442847,33.33333333333333,9.480724327442847,0,0,133.25963783627859,126.59665594446464,100.0,62.78457946195428,6,8,0,0,0,37.5,25.0,37.5,0.0
2025-07-14T12:48:51.317010,15.0,Normal Traffic,16.5843359069608,50.0,16.5843359069608,0,0,133.70783204651963,127.02244044419363,100.0,66.06746872556865,7,10,0,1,0,33.33333333333333,50.0,16.666666666666664,0.0
2025-07-14T12:48:59.409018,11.0,Normal Traffic,12.8099919155164,36.666666666666664,14.233324350573778,0,0,132.88333782471312,126.23917093347747,100.0,65.38665948045903,8,6,0,0,0,20.0,60.0,10.0,10.0
2025-07-14T12:49:07.537302,10.5,Normal Traffic,11.045034733437733,35.0,15.186922758476884,0,0,134.40653862076158,127.68621168972349,100.0,64.94953820678151,6,9,0,0,0,8.333333333333332,58.333333333333336,25.0,8.333333333333332
2025-07-14T12:49:40.120203,3.5,Low Traffic,0.0,11.666666666666666,0,0,0,150.0,142.5,100.0,51.599999999999994,3,1,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T12:49:48.163677,10.0,Low Traffic,9.538542565863075,33.33333333333333,10.73086038659596,0,0,133.63456980670202,126.95284131636691,100.0,63.18468830927677,6,8,0,0,0,33.33333333333333,33.33333333333333,22.22222222222222,11.11111111111111
2025-07-14T12:49:56.244122,15.0,Normal Traffic,13.616345097375143,50.0,14.854194651681974,0,0,134.57290267415902,127.84425754045107,100.0,64.68335572134558,7,10,0,1,0,33.33333333333333,58.333333333333336,8.333333333333332,0.0
2025-07-14T12:50:04.370300,12.0,Normal Traffic,10.889365515729013,40.0,10.889365515729013,0,0,134.5553172421355,127.82755138002871,100.0,62.71149241258321,9,6,0,0,0,20.0,60.0,10.0,10.0
2025-07-14T12:50:12.375239,10.5,Normal Traffic,10.74336812086678,35.0,13.429210151083476,0,0,134.28539492445827,127.57112517823535,100.0,64.14336812086678,7,7,0,0,0,27.27272727272727,45.45454545454545,18.181818181818183,9.090909090909092
2025-07-14T12:52:08.765705,3.5,Low Traffic,0.0,11.666666666666666,0,0,0,150.0,142.5,100.0,51.599999999999994,3,1,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T12:52:16.838141,10.0,Low Traffic,9.468439604499958,33.33333333333333,10.651994555062453,0,0,133.6740027224688,126.99030258634535,100.0,63.12159564404997,6,8,0,0,0,33.33333333333333,33.33333333333333,22.22222222222222,11.11111111111111
2025-07-14T12:52:24.839452,15.0,Normal Traffic,11.518227380107644,50.0,12.56533896011743,0,0,136.7173305199413,129.88146399394424,100.0,62.25227116809394,7,10,0,1,0,23.076923076923077,46.15384615384615,15.384615384615385,15.384615384615385
2025-07-14T12:52:32.874873,10.5,Normal Traffic,10.746020278257776,35.0,10.746020278257776,0,0,138.6269898608711,131.69564036782754,100.0,60.196816222606216,8,5,0,0,0,28.57142857142857,42.857142857142854,14.285714285714285,14.285714285714285
2025-07-14T12:52:41.004963,11.0,Normal Traffic,9.877431001868027,36.666666666666664,12.840660302428436,0,0,136.57966984878578,129.75068635634648,100.0,62.472528241942754,6,10,0,0,0,15.384615384615385,61.53846153846154,23.076923076923077,0.0
2025-07-14T13:01:45.967472,2.0,Low Traffic,0.0,6.666666666666667,0,0,0,150.0,142.5,100.0,51.599999999999994,2,0,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T13:01:53.984469,7.5,Low Traffic,9.698345156520299,25.0,10.910638301085337,0,0,133.54468084945734,126.86744680698446,100.0,63.32851064086827,5,5,0,0,0,33.33333333333333,33.33333333333333,22.22222222222222,11.11111111111111
2025-07-14T13:02:02.105280,11.5,Normal Traffic,14.357232657525369,38.333333333333336,14.357232657525369,0,0,132.82138367123733,126.18031448767546,100.0,65.48578612602029,5,7,0,1,0,40.0,50.0,10.0,0.0
2025-07-14T13:02:10.237856,8.0,Low Traffic,12.535391338961777,26.666666666666668,13.928212598846418,0,0,133.0358937005768,126.38409901554795,100.0,65.14257007907713,7,2,0,0,0,20.0,60.0,10.0,10.0
2025-07-14T13:02:18.305920,8.5,Low Traffic,10.221576362410499,28.333333333333332,12.265891634892599,0,0,135.8670541825537,129.07370147342598,100.0,62.61271330791408,5,7,0,0,0,8.333333333333332,58.333333333333336,25.0,8.333333333333332
2025-07-14T21:49:53.294710,3.5,Low Traffic,0.0,11.666666666666666,0,0,0,150.0,142.5,100.0,51.599999999999994,3,1,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T21:50:01.415279,10.0,Low Traffic,9.586671644549508,33.33333333333333,10.785005600118197,0,0,133.60749719994092,126.92712233994386,100.0,63.22800448009456,6,8,0,0,0,33.33333333333333,33.33333333333333,22.22222222222222,11.11111111111111
2025-07-14T21:50:09.494175,15.0,Normal Traffic,14.625089593528923,50.0,14.625089593528923,0,0,132.68745520323554,126.05308244307376,100.0,65.70007167482314,7,10,0,1,0,40.0,50.0,10.0,0.0
2025-07-14T21:50:17.498909,11.0,Normal Traffic,12.820674441329578,36.666666666666664,14.24519382369953,0,0,132.87740308815023,126.23353293374271,100.0,65.39615505895962,8,6,0,0,0,20.0,60.0,10.0,10.0
2025-07-14T21:50:25.550793,10.0,Low Traffic,11.10056993326354,33.33333333333333,15.263283658237366,0,0,134.36835817088132,127.64994026233725,100.0,65.0106269265899,6,8,0,0,0,8.333333333333332,58.333333333333336,25.0,8.333333333333332
2025-07-14T21:53:35.745275,4.0,Low Traffic,0.0,13.333333333333334,0,0,0,150.0,142.5,100.0,51.599999999999994,4,0,0,0,0,21.428571428571427,50.0,14.285714285714285,14.285714285714285
2025-07-14T21:53:43.778758,7.0,Low Traffic,9.800049554110869,23.333333333333332,11.025055748374728,0,0,133.48747212581264,126.813098519522,100.0,63.42004459869978,5,4,0,0,0,33.33333333333333,33.33333333333333,22.22222222222222,11.11111111111111
2025-07-14T21:53:51.781393,9.0,Low Traffic,14.762434833248273,30.0,14.762434833248273,0,0,132.61878258337586,125.98784345420707,100.0,65.80994786659862,8,2,0,0,0,40.0,50.0,10.0,0.0
2025-07-14T21:53:59.847548,7.0,Low Traffic,12.736341037973386,23.333333333333332,14.151490042192652,0,0,132.9242549789037,126.2780422299585,100.0,65.32119203375413,5,4,0,0,0,20.0,60.0,10.0,10.0
2025-07-14T21:54:07.895508,4.5,Low Traffic,10.855440841968539,15.0,14.926231157706741,0,0,134.53688442114662,127.81004020008929,100.0,64.7409849261654,4,1,0,0,0,8.333333333333332,58.333333333333336,25.0,8.333333333333332
2025-07-14T22:02:36.381482,3.5,Low Traffic,0,11.67,0,0,0,150.0,142.5,100.0,51.6,3,1,0,0,0,21.43,50.0,14.29,14.29
2025-07-14T22:02:44.398199,9.5,Low Traffic,9.82,31.67,11.05,0,0,133.48,126.8,100.0,61.96,6,7,0,0,0,33.33,33.33,22.22,11.11
2025-07-14T22:02:52.424735,15.0,Normal Traffic,14.89,50.0,14.89,0,0,132.55,125.93,100.0,63.93,7,10,0,1,0,40.0,50.0,10.0,0
2025-07-14T22:03:00.573167,11.0,Normal Traffic,11.63,36.67,12.93,0,0,133.54,126.86,100.0,62.62,8,6,0,0,0,20.0,60.0,10.0,10.0
2025-07-14T22:03:08.612134,10.0,Low Traffic,11.08,33.33,13.3,0,0,135.35,128.58,100.0,61.66,6,8,0,0,0,8.33,58.33,25.0,8.33
2025-07-14T22:06:46.540328,3.5,Low Traffic,0,11.67,0,0,0,150.0,142.5,100.0,51.6,3,1,0,0,0,21.43,50.0,14.29,14.29
2025-07-14T22:06:54.584886,10.0,Low Traffic,8.03,33.33,8.03,0,0,138.99,132.04,100.0,57.55,6,8,0,0,0,23.08,46.15,23.08,7.69
2025-07-14T22:07:02.660656,14.0,Normal Traffic,12.31,46.67,13.19,0,0,139.41,132.44,100.0,59.19,6,10,0,1,0,18.75,56.25,12.5,12.5
2025-07-14T22:07:10.673886,10.5,Normal Traffic,9.04,35.0,9.86,0,0,139.07,132.11,100.0,58.18,8,5,0,0,0,35.71,50.0,0,14.29
2025-07-14T22:07:18.794681,9.5,Low Traffic,12.84,31.67,12.84,0,0,132.58,125.95,100.0,63.16,6,7,0,0,0,22.22,66.67,0,11.11
2025-07-14T22:07:20.966023,4.5,Low Traffic,12.4,15.0,15.16,0,0,133.42,126.75,100.0,63.5,3,3,0,0,0,0,54.55,36.36,9.09
2025-07-14T22:11:00.188920,3.0,Low Traffic,0,10.0,0,0,0,150.0,142.5,100.0,57.6,0,0,1,0,0,0,25.0,0,75.0
2025-07-14T22:11:08.203294,7.0,Low Traffic,19.34,23.33,19.34,0,0,124.33,118.11,100.0,70.49,0,8,1,0,0,25.0,0,25.0,50.0
2025-07-14T22:11:16.232265,6.0,Low Traffic,5.52,20.0,5.52,0,0,130.24,123.73,100.0,61.88,1,10,0,0,0,0,0,100.0,0
2025-07-14T22:11:24.261600,7.0,Low Traffic,10.27,23.33,10.27,0,0,130.86,124.32,100.0,63.25,4,0,1,0,0,0,0,66.67,33.33
2025-07-14T22:11:32.355255,14.0,Normal Traffic,16.14,46.67,16.14,0,0,130.93,124.39,100.0,65.36,5,0,1,2,0,11.11,0,44.44,44.44
2025-07-14T22:11:40.418796,10.0,Low Traffic,6.96,33.33,8.36,0,0,131.82,125.23,100.0,61.97,7,0,0,1,0,0,0,66.67,33.33
2025-07-14T22:11:48.475102,11.0,Normal Traffic,13.85,36.67,13.85,0,0,130.07,123.57,100.0,65.04,5,0,0,2,0,0,0,57.14,42.86
2025-07-14T22:11:56.552635,9.0,Low Traffic,10.74,30.0,10.74,0,0,129.63,123.15,100.0,64.16,6,0,1,0,0,0,0,40.0,60.0
2025-07-14T22:12:04.633265,14.5,Normal Traffic,11.89,48.33,11.89,0,0,132.06,125.45,100.0,63.13,5,1,1,2,0,0,12.5,37.5,50.0
2025-07-14T22:12:12.655578,13.5,Normal Traffic,5.52,45.0,6.62,0,0,133.69,127.0,100.0,60.21,4,1,1,2,0,14.29,0,71.43,14.29
2025-07-14T22:12:20.675891,10.5,Normal Traffic,9.03,35.0,10.32,0,0,132.84,126.2,100.0,62.08,4,1,0,2,0,12.5,0,62.5,25.0
2025-07-14T22:12:28.763783,9.0,Low Traffic,9.11,30.0,10.63,0,0,131.69,125.1,100.0,62.88,6,0,0,1,0,14.29,0,42.86,42.86
2025-07-14T22:12:36.856755,10.0,Low Traffic,9.95,33.33,9.95,0,0,135.02,128.27,100.0,60.64,7,0,0,1,0,10.0,0,40.0,50.0
2025-07-14T22:12:44.864830,13.0,Normal Traffic,10.94,43.33,12.5,0,0,131.75,125.16,100.0,63.53,7,0,0,2,0,12.5,0,37.5,50.0
2025-07-14T22:12:52.931721,10.0,Low Traffic,9.98,33.33,13.3,0,0,127.35,120.98,100.0,66.47,7,0,0,1,0,25.0,0,25.0,50.0
2025-07-14T22:13:00.985547,12.0,Normal Traffic,4.16,40.0,6.24,0,0,132.88,126.23,100.0,60.56,6,0,0,2,0,16.67,0,50.0,33.33
